Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
47,Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,29.0,1996,16,16,1396,15.5,1,0,1,1,0,0,4,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,47,ma MAR,DF,fr Ligue 1,29,1996,15.5,1,10,2,20.0,0.64,0.13,0.10,0.50,0,0,53,ma MAR,DF,fr Ligue 1,29,1996,16,1396,87,45.6,15.5,16,87,13,0,,1,1.94,33,17,+16,+1.03,+0.92,47,ma MAR,DF,fr Ligue 1,29,1996,15.5,4,0,0,21,6,0,2,21,16,0
48,Nayef Aguerd,ma MAR,DF,West Ham United,eng Premier League,29.0,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,48,ma MAR,DF,eng Premier League,29,1996,2.0,0,2,0,0.0,1.00,0.00,0.00,,0,0,54,ma MAR,DF,eng Premier League,29,1996,2,180,90,5.3,2.0,2,90,2,0,,0,0.00,1,8,-7,-3.50,-3.17,48,ma MAR,DF,eng Premier League,29,1996,2.0,0,0,0,0,1,0,2,1,0,0
49,Ruben Aguilar,fr FRA,MF,Lens,fr Ligue 1,32.0,1993,26,20,1720,19.1,2,2,4,2,0,0,6,1,0.21,,,,,,,,,,,,,,,,,,,,,,,,,49,fr FRA,MF,fr Ligue 1,32,1993,19.1,2,13,3,23.1,0.68,0.16,0.15,0.67,0,0,55,fr FRA,MF,fr Ligue 1,32,1993,26,1720,66,56.2,19.1,20,79,6,6,25,1,2.08,30,21,+9,+0.47,-1.01,49,fr FRA,MF,fr Ligue 1,32,1993,19.1,6,1,1,26,12,5,86,24,24,0
50,Ibai Aguirre,es ESP,MF,Real Sociedad,es La Liga,18.0,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,50,es ESP,MF,es La Liga,18,2007,0.1,0,0,0,,0.00,0.00,,,0,0,56,es ESP,MF,es La Liga,18,2007,1,6,6,0.2,0.1,0,,0,1,6,8,3.00,0,0,0,0.00,+0.05,50,es ESP,MF,es La Liga,18,2007,0.1,0,0,0,1,0,0,0,0,0,0
51,Naouirou Ahamada,fr FRA,MF,Auxerre,fr Ligue 1,23.0,2002,15,8,682,7.6,0,1,1,0,0,0,0,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,51,fr FRA,MF,fr Ligue 1,23,2002,7.6,0,6,1,16.7,0.79,0.13,0.00,0.00,0,0,59,fr FRA,MF,fr Ligue 1,23,2002,15,682,45,22.3,7.6,8,73,2,7,14,2,1.33,10,7,+3,+0.40,+0.89,51,fr FRA,MF,fr Ligue 1,23,2002,7.6,0,0,0,5,9,1,6,5,10,0
52,Honest Ahanor,it ITA,DF,Atalanta,it Serie A,17.0,2008,22,15,1377,15.3,0,0,0,0,0,0,2,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,52,it ITA,DF,it Serie A,17,2008,15.3,0,13,4,30.8,0.85,0.26,0.00,0.00,0,0,60,it ITA,DF,it Serie A,17,2008,22,1377,63,40.3,15.3,15,74,10,7,38,14,1.64,17,15,+2,+0.13,-0.44,52,it ITA,DF,it Serie A,17,2008,15.3,2,1,0,24,28,0,2,24,20,0
53,Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30.0,1995,20,11,1098,12.2,0,1,1,0,0,0,3,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,53,es ESP,DF,es La Liga,30,1995,12.2,0,10,2,20.0,0.82,0.16,0.00,0.00,0,0,61,es ESP,DF,es La Liga,30,1995,20,1098,55,32.1,12.2,11,83,7,9,21,11,0.50,8,24,-16,-1.31,-0.61,53,es ESP,DF,es La Liga,30,1995,12.2,3,0,0,14,3,2,16,17,29,0
54,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29.0,1995,8,7,639,7.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,54,gh GHA,DF,es La Liga,29,1995,7.1,0,2,0,0.0,0.28,0.00,0.00,,0,0,63,gh GHA,DF,es La Liga,29,1995,8,639,80,18.7,7.1,7,89,6,1,18,18,2.25,17,13,+4,+0.56,+0.53,54,gh GHA,DF,es La Liga,29,1995,7.1,0,0,0,5,1,0,0,10,3,0
55,Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,28.0,1996,18,18,1588,17.6,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,55,ng NGA,DF,eng Premier League,28,1996,17.6,0,12,1,8.3,0.68,0.06,0.00,0.00,0,0,65,ng NGA,DF,eng Premier League,28,1996,18,1588,88,46.4,17.6,18,88,15,0,,0,1.39,27,19,+8,+0.45,+0.99,55,ng NGA,DF,eng Premier League,28,1996,17.6,3,0,0,13,15,0,39,26,21,0
56,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19.0,2006,20,17,1403,15.6,2,1,3,2,0,0,3,1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,56,ma MAR,DF,fr Ligue 1,19,2006,15.6,2,13,4,30.8,0.83,0.26,0.15,0.50,0,0,66,ma MAR,DF,fr Ligue 1,19,2006,20,1403,70,45.8,15.6,17,80,14,3,13,5,1.85,33,28,+5,+0.32,+0.10,56,ma MAR,DF,fr Ligue 1,19,2006,15.6,3,1,0,14,10,1,2,18,11,0
57,Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24.0,2001,17,12,974,10.8,0,2,2,0,0,0,2,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,57,dz ALG,DF,eng Premier League,24,2001,10.8,0,10,2,20.0,0.92,0.18,0.00,0.00,0,0,67,dz ALG,DF,eng Premier League,24,2001,17,974,57,28.5,10.8,12,77,7,5,11,9,1.94,23,9,+14,+1.29,+0.26,57,dz ALG,DF,eng Premier League,24,2001,10.8,2,0,0,17,10,0,22,13,21,0
58,Tosin Aiyegun,bj BEN,"FW,MF",Lorient,fr Ligue 1,27.0,1998,27,11,1073,11.9,5,0,5,5,0,1,1,0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,58,bj BEN,"FW,MF",fr Ligue 1,27,1998,11.9,5,30,12,40.0,2.52,1.01,0.17,0.42,0,1,68,bj BEN,"FW,MF",fr Ligue 1,27,1998,27,1073,40,35.1,11.9,11,68,1,16,20,3,1.04,13,16,-3,-0.25,-0.25,58,bj BEN,"FW,MF",fr Ligue 1,27,1998,11.9,1,0,0,11,13,3,6,1,5,0
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,20.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,59,ci CIV,FW,it Serie A,20,2004,0.0,0,0,0,,0.00,0.00,,,0,0,69,ci CIV,FW,it Serie A,20,2004,1,1,1,0.0,0.0,0,,0,1,1,22,1.00,0,0,0,0.00,+0.95,59,ci CIV,FW,it Serie A,20,2004,0.0,0,0,0,0,0,0,0,0,0,0
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27.0,1998,27,20,1810,20.1,0,1,1,0,0,0,4,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,60,no NOR,DF,eng Premier League,27,1998,20.1,0,10,3,30.0,0.50,0.15,0.00,0.00,0,0,70,no NOR,DF,eng Premier League,27,1998,27,1810,67,52.9,20.1,20,83,13,7,20,9,1.37,29,32,-3,-0.15,-0.48,60,no NOR,DF,eng Premier League,27,1998,20.1,4,0,0,23,5,0,7,15,23,0
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994,32,32,2820,31.3,8,9,17,8,0,0,9,1,0.54,,,,,,,,,,,,,,,,,,,,,,,,,61,fr FRA,FW,fr Ligue 1,31,1994,31.3,8,55,17,30.9,1.76,0.54,0.15,0.47,0,0,71,fr FRA,FW,fr Ligue 1,31,1994,32,2820,88,92.2,31.3,32,88,28,0,,0,1.22,41,49,-8,-0.26,+1.24,61,fr FRA,FW,fr Ligue 1,31,1994,31.3,9,1,0,65,55,14,9,11,20,0
62,Manuel Akanji,ch SUI,DF,Inter,it Serie A,30.0,1995,33,31,2821,31.3,2,0,2,2,0,0,4,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,62,ch SUI,DF,it Serie A,30,1995,31.3,2,23,6,26.1,0.73,0.19,0.09,0.33,0,0,75,ch SUI,DF,it Serie A,30,1995,33,2821,85,82.5,31.3,31,90,30,2,21,2,2.39,73,26,+47,+1.50,+0.45,62,ch SUI,DF,it Serie A,30,1995,31.3,4,0,0,26,18,2,3,37,24,0
63,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30.0,1995,18,6,695,7.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,63,nl NED,DF,eng Premier League,30,1995,7.7,0,7,1,14.3,0.91,0.13,0.00,0.00,0,0,77,nl NED,DF,eng Premier League,30,1995,18,695,39,20.3,7.7,6,85,4,12,16,17,2.06,10,9,+1,+0.13,-1.22,63,nl NED,DF,eng Premier League,30,1995,7.7,1,0,0,3,8,1,4,5,6,0
64,Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,21.0,2004,9,2,188,2.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,64,ma MAR,MF,es La Liga,21,2004,2.1,0,6,2,33.3,2.87,0.96,0.00,0.00,0,0,79,ma MAR,MF,es La Liga,21,2004,9,188,21,5.5,2.1,2,45,0,7,14,5,2.78,2,3,-1,-0.48,-1.23,64,ma MAR,MF,es La Liga,21,2004,2.1,0,0,0,9,7,0,9,0,4,0
65,Ilias Akhomach,ma MAR,"MF,FW",Rayo Vallecano,es La Liga,21.0,2004,11,7,709,7.9,0,1,1,0,0,0,2,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,65,ma MAR,"MF,FW",es La Liga,21,2004,7.9,0,18,6,33.3,2.28,0.76,0.00,0.00,0,0,80,ma MAR,"MF,FW",es La Liga,21,2004,11,709,64,20.7,7.9,7,79,1,4,39,1,1.27,14,11,+3,+0.38,+0.58,65,ma MAR,"MF,FW",es La Liga,21,2004,7.9,2,0,0,9,29,1,22,2,10,0
66,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,20.0,2004,24,16,1444,16.0,0,1,1,0,0,0,2,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,66,ng NGA,MF,it Serie A,20,2004,16.0,0,13,3,23.1,0.81,0.19,0.00,0.00,0,0,81,ng NGA,MF,it Serie A,20,2004,24,1444,60,42.2,16.0,16,75,7,8,31,6,0.50,10,29,-19,-1.18,0.00,66,ng NGA,MF,it Serie A,20,2004,16.0,2,0,0,30,28,1,9,27,25,0
67,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,23.0,2002,31,28,2400,26.7,6,6,12,6,0,0,3,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,67,fr FRA,"MF,FW",fr Ligue 1,23,2002,26.7,6,48,19,39.6,1.80,0.71,0.13,0.32,0,0,82,fr FRA,"MF,FW",fr Ligue 1,23,2002,31,2400,77,78.4,26.7,28,82,16,3,33,1,1.55,48,38,+10,+0.37,+0.92,67,fr FRA,"MF,FW",fr Ligue 1,23,2002,26.7,3,0,0,29,36,9,53,18,26,0
68,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001,26,21,1944,21.6,0,0,0,0,0,0,4,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,68,ci CIV,DF,fr Ligue 1,23,2001,21.6,0,6,0,0.0,0.28,0.00,0.00,,0,0,83,ci CIV,DF,fr Ligue 1,23,2001,26,1944,75,63.5,21.6,21,85,18,5,31,4,1.00,16,29,-13,-0.60,-0.84,68,ci CIV,DF,fr Ligue 1,23,2001,21.6,4,1,1,12,30,1,30,23,19,2
69,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,32.0,1992,22,17,1504,16.7,1,0,1,1,0,0,9,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,69,ci CIV,MF,it Serie A,32,1992,16.7,1,13,4,30.8,0.78,0.24,0.08,0.25,0,0,84,ci CIV,MF,it Serie A,32,1992,22,1504,68,44.0,16.7,17,76,7,5,41,1,0.50,10,19,-9,-0.54,+0.73,69,ci CIV,MF,it Serie A,32,1992,16.7,9,0,0,39,15,0,17,22,32,0
70,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30.0,1995,8,1,61,0.7,0,0,0,0,0,0,0,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,70,ng NGA,DF,de Bundesliga,30,1995,0.7,0,0,0,,0.00,0.00,,,0,0,85,ng NGA,DF,de Bundesliga,30,1995,8,61,8,2.0,0.7,1,16,0,7,6,19,1.38,0,4,-4,-5.90,-6.41,70,ng NGA,DF,de Bundesliga,30,1995,0.7,0,1,0,1,0,0,0,1,1,0
71,Al-Musrati,ly LBY,MF,Hellas Verona,it Serie A,29.0,1996,18,8,844,9.4,0,1,1,0,0,0,6,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,71,ly LBY,MF,it Serie A,29,1996,9.4,0,9,1,11.1,0.96,0.11,0.00,0.00,0,0,86,ly LBY,MF,it Serie A,29,1996,18,844,47,24.7,9.4,8,76,3,10,24,11,0.61,7,19,-12,-1.28,-0.44,71,ly LBY,MF,it Serie A,29,1996,9.4,6,1,1,15,3,1,2,11,7,0
72,David Alaba,at AUT,DF,Real Madrid,es La Liga,33.0,1992,11,5,424,4.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,72,at AUT,DF,es La Liga,33,1992,4.7,0,4,1,25.0,0.85,0.21,0.00,0.00,0,0,87,at AUT,DF,es La Liga,33,1992,11,424,39,12.4,4.7,5,70,2,6,13,18,2.27,7,5,+2,+0.42,-0.78,72,at AUT,DF,es La Liga,33,1992,4.7,1,0,0,1,0,0,0,0,4,0
73,Agustín Albarracín,uy URU,FW,Cagliari,it Serie A,19.0,2005,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,73,uy URU,FW,it Serie A,19,2005,0.4,0,0,0,,0.00,0.00,,,0,0,89,uy URU,FW,it Serie A,19,2005,2,33,17,1.0,0.4,0,,0,2,17,14,0.00,0,1,-1,-2.73,-2.41,73,uy URU,FW,it Serie A,19,2005,0.4,0,0,0,0,3,0,2,0,0,0
74,Mathis Albert,us USA,FW,Dortmund,de Bundesliga,16.0,2009,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,74,us USA,FW,de Bundesliga,16,2009,0.0,0,0,0,,0.00,0.00,,,0,0,90,us USA,FW,de Bundesliga,16,2009,1,2,2,0.1,0.0,0,,0,1,2,4,3.00,0,0,0,0.00,-1.06,74,us USA,FW,de Bundesliga,16,2009,0.0,0,0,0,1,0,0,1,0,1,0
75,Raúl Albiol,es ESP,DF,Pisa,it Serie A,39.0,1985,8,5,500,5.6,0,1,1,0,0,0,1,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,75,es ESP,DF,it Serie A,39,1985,5.6,0,1,0,0.0,0.18,0.00,0.00,,0,0,91,es ESP,DF,it Serie A,39,1985,8,500,63,14.6,5.6,5,73,2,3,45,20,0.88,4,11,-7,-1.26,-0.09,75,es ESP,DF,it Serie A,39,1985,5.6,1,0,0,6,2,0,1,7,4,0
76,Carlos Alcaraz,ar ARG,MF,Everton,eng Premier League,22.0,2002,20,6,689,7.7,0,1,1,0,0,0,4,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,76,ar ARG,MF,eng Premier League,22,2002,7.7,0,20,5,25.0,2.61,0.65,0.00,0.00,0,0,92,ar ARG,MF,eng Premier League,22,2002,20,689,34,20.1,7.7,6,75,0,14,17,8,1.15,8,10,-2,-0.26,-0.23,76,ar ARG,MF,eng Premier League,22,2002,7.7,4,0,0,10,12,1,6,2,9,0
77,Omar Alderete,py PAR,DF,Sunderland,eng Premier League,28.0,1996,33,32,2798,31.1,1,1,2,1,0,0,6,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,77,py PAR,DF,eng Premier League,28,1996,31.1,1,24,9,37.5,0.77,0.29,0.04,0.11,0,0,93,py PAR,DF,eng Premier League,28,1996,33,2798,85,81.8,31.1,32,86,27,1,38,2,1.39,30,40,-10,-0.32,-0.90,77,py PAR,DF,eng Premier League,28,1996,31.1,6,0,0,34,10,5,11,36,18,0
78,Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27.0,1998,26,11,1136,12.6,4,0,4,4,0,0,3,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,78,br BRA,FW,es La Liga,27,1998,12.6,4,26,12,46.2,2.06,0.95,0.15,0.33,0,0,95,br BRA,FW,es La Liga,27,1998,26,1136,44,33.2,12.6,11,73,0,15,22,5,1.42,14,12,+2,+0.16,+0.36,78,br BRA,FW,es La Liga,27,1998,12.6,3,0,0,23,27,4,5,1,2,0
79,Carles Aleñá,es ESP,MF,Alavés,es La Liga,27.0,1998,34,23,1989,22.1,0,4,4,0,0,0,5,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,79,es ESP,MF,es La Liga,27,1998,22.1,0,29,5,17.2,1.31,0.23,0.00,0.00,0,0,97,es ESP,MF,es La Liga,27,1998,34,1989,59,58.2,22.1,23,73,4,11,27,3,1.06,23,35,-12,-0.54,-0.54,79,es ESP,MF,es La Liga,27,1998,22.1,5,0,0,38,36,1,121,12,24,0
80,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,26.0,1998,21,14,1163,12.9,0,4,4,0,0,0,4,0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,80,eng ENG,DF,es La Liga,26,1998,12.9,0,10,2,20.0,0.77,0.15,0.00,0.00,0,0,99,eng ENG,DF,es La Liga,26,1998,21,1163,55,34.0,12.9,14,76,6,7,15,3,2.05,25,14,+11,+0.85,-0.38,80,eng ENG,DF,es La Liga,26,1998,12.9,4,0,0,10,5,0,126,13,10,0
81,Alfon,es ESP,MF,Villarreal,es La Liga,26.0,1999,10,3,333,3.7,1,0,1,1,0,0,0,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,81,es ESP,MF,es La Liga,26,1999,3.7,1,6,3,50.0,1.62,0.81,0.17,0.33,0,0,102,es ESP,MF,es La Liga,26,1999,10,333,33,9.7,3.7,3,64,0,7,20,4,1.70,4,4,0,0.00,-0.76,81,es ESP,MF,es La Liga,26,1999,3.7,0,0,0,7,2,1,9,2,1,0
82,Alfon,es ESP,MF,Sevilla,es La Liga,26.0,1999,10,4,312,3.5,1,0,1,1,0,0,0,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,82,es ESP,MF,es La Liga,26,1999,3.5,1,11,7,63.6,3.17,2.02,0.09,0.14,0,0,103,es ESP,MF,es La Liga,26,1999,10,312,31,9.1,3.5,4,56,1,6,15,1,1.10,5,6,-1,-0.29,+0.09,82,es ESP,MF,es La Liga,26,1999,3.5,0,0,0,3,6,0,4,1,0,0
83,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,21.0,2004,24,20,1667,18.5,4,3,7,4,0,0,1,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,83,fr FRA,"FW,MF",fr Ligue 1,21,2004,18.5,4,32,14,43.8,1.73,0.76,0.13,0.29,0,0,104,fr FRA,"FW,MF",fr Ligue 1,21,2004,24,1667,69,54.5,18.5,20,76,4,4,37,0,0.67,21,35,-14,-0.76,-0.17,83,fr FRA,"FW,MF",fr Ligue 1,21,2004,18.5,1,0,0,14,32,5,39,4,9,0
84,Alisson,br BRA,GK,Liverpool,eng Premier League,32.0,1992,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.00,3,br BRA,GK,eng Premier League,32,1992,26,26,2340,26.0,31,1.19,86,57,66.3,13,8,5,8,30.8,2,2,0,0,84,br BRA,GK,eng Premier League,32,1992,26.0,0,0,0,,0.00,0.00,,,0,0,105,br BRA,GK,eng Premier League,32,1992,26,2340,90,68.4,26.0,26,90,26,0,,0,1.81,44,31,+13,+0.50,+0.75,84,br BRA,GK,eng Premier League,32,1992,26.0,1,0,0,1,7,0,0,0,0,0
85,Jim Allevinah,ga GAB,MF,Angers,fr Ligue 1,30.0,1995,6,0,133,1.5,1,0,1,1,0,0,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,85,ga GAB,MF,fr Ligue 1,30,1995,1.5,1,5,1,20.0,3.38,0.68,0.20,1.00,0,0,107,ga GAB,MF,fr Ligue 1,30,1995,6,133,22,4.3,1.5,0,,0,6,22,1,1.33,1,1,0,0.00,+0.58,85,ga GAB,MF,fr Ligue 1,30,1995,1.5,0,0,0,0,4,1,1,0,1,0
86,Max Alleyne,eng ENG,DF,Manchester City,eng Premier League,20.0,2005,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,86,eng ENG,DF,eng Premier League,20,2005,1.5,0,2,1,50.0,1.33,0.67,0.00,0.00,0,0,108,eng ENG,DF,eng Premier League,20,2005,2,135,68,3.9,1.5,2,68,1,0,,5,0.50,1,1,0,0.00,-1.15,86,eng ENG,DF,eng Premier League,20,2005,1.5,0,0,0,0,0,0,0,3,3,0
87,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24.0,2001,27,16,1311,14.6,3,1,4,3,0,0,2,1,0.27,,,,,,,,,,,,,,,,,,,,,,,,,87,ar ARG,"MF,FW",es La Liga,24,2001,14.6,3,21,10,47.6,1.44,0.69,0.14,0.30,0,0,109,ar ARG,"MF,FW",es La Liga,24,2001,27,1311,49,38.3,14.6,16,65,3,11,25,4,1.78,18,17,+1,+0.07,-0.66,87,ar ARG,"MF,FW",es La Liga,24,2001,14.6,2,1,0,13,16,2,40,9,18,0
88,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,25.0,2000,22,11,1017,11.3,0,2,2,0,0,0,0,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,88,pt POR,MF,es La Liga,25,2000,11.3,0,9,3,33.3,0.80,0.27,0.00,0.00,0,0,111,pt POR,MF,es La Liga,25,2000,22,1017,46,29.7,11.3,11,75,3,11,17,15,1.23,14,14,0,0.00,+0.34,88,pt POR,MF,es La Liga,25,2000,11.3,0,0,0,12,22,0,65,8,11,0
89,Pontus Almqvist,se SWE,MF,Parma,it Serie A,26.0,1999,13,4,457,5.1,0,1,1,0,0,0,0,0,0.20,,,,,,,,,,,,,,,,,,,,,,,,,89,se SWE,MF,it Serie A,26,1999,5.1,0,5,2,40.0,0.98,0.39,0.00,0.00,0,0,112,se SWE,MF,it Serie A,26,1999,13,457,35,13.4,5.1,4,66,0,9,22,11,0.77,4,7,-3,-0.59,-0.14,89,se SWE,MF,it Serie A,26,1999,5.1,0,0,0,6,14,1,7,6,6,0
90,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34.0,1990,32,31,2768,30.8,1,0,1,0,1,1,5,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,90,es ESP,DF,es La Liga,34,1990,30.8,1,24,3,12.5,0.78,0.10,0.00,0.00,1,1,113,es ESP,DF,es La Liga,34,1990,32,2768,87,80.9,30.8,31,88,28,1,33,0,1.41,40,37,+3,+0.10,-0.18,90,es ESP,DF,es La Liga,34,1990,30.8,5,0,0,23,20,0,19,30,24,0
91,Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,24.0,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,91,es ESP,"DF,MF",es La Liga,24,2001,0.1,0,0,0,,0.00,0.00,,,0,0,114,es ESP,"DF,MF",es La Liga,24,2001,1,9,9,0.3,0.1,0,,0,1,9,15,0.00,0,0,0,0.00,-0.69,91,es ESP,"DF,MF",es La Liga,24,2001,0.1,0,0,0,0,0,0,0,0,1,0
92,Sergi Altimira,es ESP,MF,Real Betis,es La Liga,23.0,2001,24,13,1186,13.2,1,2,3,1,0,0,3,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,92,es ESP,MF,es La Liga,23,2001,13.2,1,7,3,42.9,0.53,0.23,0.14,0.33,0,0,115,es ESP,MF,es La Liga,23,2001,24,1186,49,34.7,13.2,13,74,5,11,21,11,1.50,14,19,-5,-0.38,-1.02,92,es ESP,MF,es La Liga,23,2001,13.2,3,0,0,14,22,0,3,20,36,0
93,Carlos Álvarez,es ESP,MF,Levante,es La Liga,21.0,2003,30,23,1890,21.0,3,1,4,3,0,0,3,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,93,es ESP,MF,es La Liga,21,2003,21.0,3,30,11,36.7,1.43,0.52,0.10,0.27,0,0,118,es ESP,MF,es La Liga,21,2003,30,1890,63,55.3,21.0,23,76,7,7,21,1,0.93,20,35,-15,-0.71,-0.77,93,es ESP,MF,es La Liga,21,2003,21.0,3,0,0,22,49,2,54,13,13,0
94,Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,2003,28,15,1340,14.9,4,2,6,4,0,0,2,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,94,es ESP,"FW,MF",es La Liga,22,2003,14.9,4,14,8,57.1,0.94,0.54,0.29,0.50,0,0,120,es ESP,"FW,MF",es La Liga,22,2003,28,1340,48,39.2,14.9,15,70,4,13,22,6,1.43,25,23,+2,+0.13,0.00,94,es ESP,"FW,MF",es La Liga,22,2003,14.9,2,0,0,16,17,2,23,10,9,0
95,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25.0,2000,29,22,1895,21.1,8,4,12,6,2,3,2,0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,95,ar ARG,FW,es La Liga,25,2000,21.1,8,54,26,48.1,2.56,1.23,0.11,0.23,2,3,121,ar ARG,FW,es La Liga,25,2000,29,1895,65,55.4,21.1,22,74,6,7,38,3,1.97,35,20,+15,+0.71,+0.54,95,ar ARG,FW,es La Liga,25,2000,21.1,2,0,0,14,18,2,86,3,13,0
